Port Number,Parameter Number,Parameter Name,Parameter Value,Parameter Value Enum,Parameter Max Value,Parameter Min Value,Parameter Default Value,Parameter Unit,Parameter Writable,Value Does Not Default
0,1566,FrctnComp Rated,20.00,,800.00,0.00,20.00,%   ,True,False
0,1567,FrctnComp Out,0.00,,800.00,-800.00,0.00,%   ,False,False
0,1568,Reserved,0,,0,0,0,    ,False,False
0,1569,Reserved,0,,0,0,0,    ,False,False
0,1570,Reserved,0,,0,0,0,    ,False,False
0,1571,Reserved,0,,0,0,0,    ,False,False
0,1572,Reserved,0,,0,0,0,    ,False,False
0,1573,Reserved,0,,0,0,0,    ,False,False
0,1574,Reserved,0,,0,0,0,    ,False,False
0,1575,Reserved,0,,0,0,0,    ,False,False
0,1576,Reserved,0,,0,0,0,    ,False,False
0,1577,Reserved,0,,0,0,0,    ,False,False
0,1578,Reserved,0,,0,0,0,    ,False,False
0,1579,Reserved,0,,0,0,0,    ,False,False
0,1580,SO Config,0000,Home DI     ,001F,0000,0000,    ,True,False
0,1581,SO Status,0000,At SO Speed ,0007,0000,0000,    ,False,False
0,1582,SO Setpoint,0.00,,536871000.00,0.00,0.00,    ,True,False
0,1583,SO Offset,0,,536870912,-536870912,0,    ,True,False
0,1584,SO EPR Input,4096,,67108864,1,4096,    ,True,False
0,1585,SO Rvls Input,1.00,,1000000.00,-1000000.00,1.00,    ,True,False
0,1586,SO Rvls Output,1.00,,2000000.00,1.00,1.00,    ,True,False
0,1587,SO Cnts per Rvls,4096,,536870912,1024,4096,    ,True,False
0,1588,SO Unit Scale,1.00000,,220000000.00000,-220000000.00000,1.00000,    ,True,False
0,1589,SO Position Out,0,,4294967295,0,0,    ,False,False
0,1590,SO Unit Out,0.00,,220000000.00,-220000000.00,0.00,    ,False,False
0,1591,SO Accel Time,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1592,SO Decel Time,10.00,,3600.00,0.00,10.00,Secs,True,False
0,1593,SO Fwd Vel Lmt,30.00,,480.00,0.00,30.00,Hz  ,True,False
0,1594,SO Rev Vel Lmt,-30.00,,0.00,-480.00,-30.00,Hz  ,True,False
0,1595,Reserved,0,,0,0,0,    ,False,False
0,1596,Reserved,0,,0,0,0,    ,False,False
0,1597,Reserved,0,,0,0,0,    ,False,False
0,1598,Reserved,0,,0,0,0,    ,False,False
0,1599,Reserved,0,,0,0,0,    ,False,False
0,1600,Id Comp Enbl,0,Disable     ,1,0,0,    ,True,False
0,1601,Id Comp Mtrng 1,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1602,IdCompMtrng 1 Iq,0.2500,,5.0000,0.0000,0.2500,    ,True,False
0,1603,Id Comp Mtrng 2,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1604,IdCompMtrng 2 Iq,0.5000,,5.0000,0.0000,0.5000,    ,True,False
0,1605,Id Comp Mtrng 3,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1606,IdCompMtrng 3 Iq,0.7500,,5.0000,0.0000,0.7500,    ,True,False
0,1607,Id Comp Mtrng 4,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1608,IdCompMtrng 4 Iq,1.0000,,5.0000,0.0000,1.0000,    ,True,False
0,1609,Id Comp Mtrng 5,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1610,IdCompMtrng 5 Iq,1.2500,,5.0000,0.0000,1.2500,    ,True,False
0,1611,Id Comp Mtrng 6,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1612,IdCompMtrng 6 Iq,1.5000,,5.0000,0.0000,1.5000,    ,True,False
0,1613,Id Comp Regen 1,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1614,IdCompRegen 1 Iq,0.2500,,5.0000,0.0000,0.2500,    ,True,False
0,1615,Id Comp Regen 2,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1616,IdCompRegen 2 Iq,0.5000,,5.0000,0.0000,0.5000,    ,True,False
0,1617,Id Comp Regen 3,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1618,IdCompRegen 3 Iq,0.7500,,5.0000,0.0000,0.7500,    ,True,False
0,1619,Id Comp Regen 4,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1620,IdCompRegen 4 Iq,1.0000,,5.0000,0.0000,1.0000,    ,True,False
0,1621,Id Comp Regen 5,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1622,IdCompRegen 5 Iq,1.2500,,5.0000,0.0000,1.2500,    ,True,False
0,1623,Id Comp Regen 6,0.0000,,1.0000,-1.0000,0.0000,    ,True,False
0,1624,IdCompRegen 6 Iq,1.5000,,5.0000,0.0000,1.5000,    ,True,False
0,1625,Reserved,0,,0,0,0,    ,False,False
0,1626,Reserved,0,,0,0,0,    ,False,False
0,1627,Reserved,0,,0,0,0,    ,False,False
0,1628,Reserved,0,,0,0,0,    ,False,False
0,1629,IPM Bus Prot,60.00,,650.00,0.00,60.00,Hz  ,True,False
0,1630,IPM_Lq_25_pct,0.00,,999990.00,0.00,0.00,mH  ,True,False
0,1631,IPM_Lq_50_pct,0.00,,999990.00,0.00,0.00,mH  ,True,False
0,1632,IPM_Lq_75_pct,0.00,,999990.00,0.00,0.00,mH  ,True,False
0,1633,IPM_Lq_100_pct,0.00,,999990.00,0.00,0.00,mH  ,True,False
0,1634,IPM_Lq_125_pct,0.00,,999990.00,0.00,0.00,mH  ,True,False
0,1635,IPM_Ld_0_pct,0.00,,999990.00,0.00,0.00,mH  ,True,False
0,1636,IPM_Ld_100_pct,0.00,,999990.00,0.00,0.00,mH  ,True,False
0,1637,IPMVqFFwdCemf,100.0,,100.0,0.0,100.0,%   ,True,False
0,1638,IPMVqFFwdLdIdWe,100.0,,100.0,0.0,100.0,%   ,True,False
0,1639,IPMVdFFwdLqIqWe,100.0,,100.0,0.0,100.0,%   ,True,False
0,1640,IPM Max Cur,200.0,,400.0,0.0,200.0,%   ,True,False
0,1641,IPM Max Spd,60.00,,60.00,0.00,60.00,Hz  ,True,False
0,1642,IPM TrqTrim Kp,0.10,,100.00,0.00,0.10,    ,True,False
0,1643,IPM TrqTrim Ki,1.00,,100.00,0.00,1.00,    ,True,False
0,1644,IPM TrqTrim HLim,0.20,,2.00,0.00,0.20,    ,True,False
0,1645,IPM TrqTrim LLim,-0.20,,0.00,-2.00,-0.20,    ,True,False
0,1646,IPM PriOffstComp,0,,512,0,0,    ,True,False
0,1647,IPM AltOffstComp,0,,512,0,0,    ,True,False
0,1648,IPM V FB HP Filt,15.0,,50.0,1.0,15.0,    ,True,False
0,1649,IPM SpdEst Filt,1000.0,,9999.9,1.0,1000.0,R/S ,True,False
0,1650,IPM SpdEst Kp,30.0,,1000.0,0.0,30.0,    ,True,False
0,1651,IPM SpdEst Ki,2500.0,,25000.0,0.0,2500.0,    ,True,False
0,1652,IPM SpdEst KiAdj,75.0,,500.0,0.0,75.0,    ,True,False
0,1653,IPM Tran PWM,8.0,,200.0,3.0,8.0,Hz  ,True,False
0,1654,IPMTran PWM Hyst,2.0,,50.0,0.0,2.0,Hz  ,True,False
0,1655,IPM Tran Mode,4.0,,200.0,0.5,4.0,Hz  ,True,False
0,1656,IPM TranMod Hyst,3.0,,50.0,0.0,3.0,Hz  ,True,False
0,1657,IPM Tran Filt Lo,35.0,,9999.0,1.0,35.0,R/S ,True,False
0,1658,IPM Tran Filt Hi,1000.0,,9999.0,1.0,1000.0,R/S ,True,False
0,1659,IPM Tran Angle,100.0,,500.0,5.0,100.0,Cnts,True,False
0,1660,IPM Stc OfsTst K,1.00,,9.00,0.10,1.00,    ,True,False
0,1661,IPM Lq Cmd BW,10.0,,999.9,1.0,10.0,R/S ,True,False
0,1662,IPM SpdEst Kp Hi,30.0,,5000.0,0.0,30.0,    ,True,False
0,1663,Reserved,0,,0,0,0,    ,False,False
0,1664,Reserved,0,,0,0,0,    ,False,False
0,1665,Reserved,0,,0,0,0,    ,False,False
0,1666,Reserved,0,,0,0,0,    ,False,False
0,1667,Reserved,0,,0,0,0,    ,False,False
0,1668,Reserved,0,,0,0,0,    ,False,False
0,1669,Reserved,0,,0,0,0,    ,False,False
0,1670,Reserved,0,,0,0,0,    ,False,False
0,1671,Reserved,0,,0,0,0,    ,False,False
0,1672,Reserved,0,,0,0,0,    ,False,False
0,1673,Reserved,0,,0,0,0,    ,False,False
0,1674,Reserved,0,,0,0,0,    ,False,False
0,1675,Reserved,0,,0,0,0,    ,False,False
0,1676,Reserved,0,,0,0,0,    ,False,False
0,1677,Reserved,0,,0,0,0,    ,False,False
0,1678,Reserved,0,,0,0,0,    ,False,False
0,1679,Reserved,0,,0,0,0,    ,False,False
0,1680,DI EmergencyOVRD,0.00,,159999.15,0.00,0.00,    ,True,False
0,1681,Emerg OVRD Mode,0,Disabled    ,2,0,0,    ,True,False
0,1682,Purge Frequency,5.00,,60.00,-60.00,5.00,Hz  ,True,False
0,1683,Emerg Prot OVRD,00000000,Load Faults ,001FFFFF,00000000,00000000,    ,True,False
0,1684,EmergMode Status,0000,Emergency   ,0001,0000,0000,    ,False,False
0,1685,Reserved,0,,0,0,0,    ,False,False
0,1686,Reserved,0,,0,0,0,    ,False,False
0,1687,Reserved,0,,0,0,0,    ,False,False
0,1688,Reserved,0,,0,0,0,    ,False,False
0,1689,Reserved,0,,0,0,0,    ,False,False
0,1690,Reserved,0,,0,0,0,    ,False,False
0,1691,Reserved,0,,0,0,0,    ,False,False
0,1692,Reserved,0,,0,0,0,    ,False,False
0,1693,Reserved,0,,0,0,0,    ,False,False
0,1694,Reserved,0,,0,0,0,    ,False,False
0,1695,Reserved,0,,0,0,0,    ,False,False
0,1696,Reserved,0,,0,0,0,    ,False,False
0,1697,Reserved,0,,0,0,0,    ,False,False
0,1698,Reserved,0,,0,0,0,    ,False,False
0,1699,Reserved,0,,0,0,0,    ,False,False
0,1700,UserData Int 00,0,,2147483647,-2147483647,0,    ,True,False
0,1701,UserData Int 01,0,,2147483647,-2147483647,0,    ,True,False
0,1702,UserData Int 02,0,,2147483647,-2147483647,0,    ,True,False
0,1703,UserData Int 03,0,,2147483647,-2147483647,0,    ,True,False
0,1704,UserData Int 04,0,,2147483647,-2147483647,0,    ,True,False
0,1705,UserData Int 05,0,,2147483647,-2147483647,0,    ,True,False
0,1706,UserData Int 06,0,,2147483647,-2147483647,0,    ,True,False
0,1707,UserData Int 07,0,,2147483647,-2147483647,0,    ,True,False
0,1708,UserData Int 08,0,,2147483647,-2147483647,0,    ,True,False
0,1709,UserData Int 09,0,,2147483647,-2147483647,0,    ,True,False
0,1710,UserData Int 10,0,,2147483647,-2147483647,0,    ,True,False
0,1711,UserData Int 11,0,,2147483647,-2147483647,0,    ,True,False
0,1712,UserData Int 12,0,,2147483647,-2147483647,0,    ,True,False
0,1713,UserData Int 13,0,,2147483647,-2147483647,0,    ,True,False
0,1714,UserData Int 14,0,,2147483647,-2147483647,0,    ,True,False
0,1715,UserData Int 15,0,,2147483647,-2147483647,0,    ,True,False
0,1716,UserData Int 16,0,,2147483647,-2147483647,0,    ,True,False
0,1717,UserData Int 17,0,,2147483647,-2147483647,0,    ,True,False
0,1718,UserData Int 18,0,,2147483647,-2147483647,0,    ,True,False
0,1719,UserData Int 19,0,,2147483647,-2147483647,0,    ,True,False
0,1720,UserData Int 20,0,,2147483647,-2147483647,0,    ,True,False
0,1721,UserData Int 21,0,,2147483647,-2147483647,0,    ,True,False
0,1722,UserData Int 22,0,,2147483647,-2147483647,0,    ,True,False
0,1723,UserData Int 23,0,,2147483647,-2147483647,0,    ,True,False
0,1724,UserData Int 24,0,,2147483647,-2147483647,0,    ,True,False
0,1725,UserData Int 25,0,,2147483647,-2147483647,0,    ,True,False
0,1726,UserData Int 26,0,,2147483647,-2147483647,0,    ,True,False
0,1727,UserData Int 27,0,,2147483647,-2147483647,0,    ,True,False
0,1728,UserData Int 28,0,,2147483647,-2147483647,0,    ,True,False
0,1729,UserData Int 29,0,,2147483647,-2147483647,0,    ,True,False
0,1730,UserData Int 30,0,,2147483647,-2147483647,0,    ,True,False
0,1731,UserData Int 31,0,,2147483647,-2147483647,0,    ,True,False
0,1732,Reserved,0,,0,0,0,    ,False,False
0,1733,Reserved,0,,0,0,0,    ,False,False
0,1734,Reserved,0,,0,0,0,    ,False,False
0,1735,Reserved,0,,0,0,0,    ,False,False
0,1736,Reserved,0,,0,0,0,    ,False,False
0,1737,Reserved,0,,0,0,0,    ,False,False
0,1738,Reserved,0,,0,0,0,    ,False,False
0,1739,Reserved,0,,0,0,0,    ,False,False
0,1740,Reserved,0,,0,0,0,    ,False,False
0,1741,Reserved,0,,0,0,0,    ,False,False
0,1742,Reserved,0,,0,0,0,    ,False,False
0,1743,Reserved,0,,0,0,0,    ,False,False
0,1744,Reserved,0,,0,0,0,    ,False,False
0,1745,Reserved,0,,0,0,0,    ,False,False
0,1746,Reserved,0,,0,0,0,    ,False,False
0,1747,Reserved,0,,0,0,0,    ,False,False
0,1748,Reserved,0,,0,0,0,    ,False,False
0,1749,Reserved,0,,0,0,0,    ,False,False
0,1750,Reserved,0,,0,0,0,    ,False,False
0,1751,Reserved,0,,0,0,0,    ,False,False
0,1752,Reserved,0,,0,0,0,    ,False,False
0,1753,Reserved,0,,0,0,0,    ,False,False
0,1754,Reserved,0,,0,0,0,    ,False,False
0,1755,Reserved,0,,0,0,0,    ,False,False
0,1756,Reserved,0,,0,0,0,    ,False,False
0,1757,Reserved,0,,0,0,0,    ,False,False
0,1758,Reserved,0,,0,0,0,    ,False,False
0,1759,Reserved,0,,0,0,0,    ,False,False
0,1760,Reserved,0,,0,0,0,    ,False,False
0,1761,Reserved,0,,0,0,0,    ,False,False
0,1762,Reserved,0,,0,0,0,    ,False,False
0,1763,Reserved,0,,0,0,0,    ,False,False
0,1764,Reserved,0,,0,0,0,    ,False,False
0,1765,Reserved,0,,0,0,0,    ,False,False
0,1766,Reserved,0,,0,0,0,    ,False,False
0,1767,Reserved,0,,0,0,0,    ,False,False
0,1768,Reserved,0,,0,0,0,    ,False,False
0,1769,Reserved,0,,0,0,0,    ,False,False
0,1770,Reserved,0,,0,0,0,    ,False,False
0,1771,Reserved,0,,0,0,0,    ,False,False
0,1772,Reserved,0,,0,0,0,    ,False,False
0,1773,Reserved,0,,0,0,0,    ,False,False
0,1774,Reserved,0,,0,0,0,    ,False,False
0,1775,Reserved,0,,0,0,0,    ,False,False
0,1776,Reserved,0,,0,0,0,    ,False,False
0,1777,Reserved,0,,0,0,0,    ,False,False
0,1778,Reserved,0,,0,0,0,    ,False,False
0,1779,Reserved,0,,0,0,0,    ,False,False
0,1780,Reserved,0,,0,0,0,    ,False,False
0,1781,Reserved,0,,0,0,0,    ,False,False
0,1782,Reserved,0,,0,0,0,    ,False,False
0,1783,Reserved,0,,0,0,0,    ,False,False
0,1784,Reserved,0,,0,0,0,    ,False,False
0,1785,Reserved,0,,0,0,0,    ,False,False
0,1786,Reserved,0,,0,0,0,    ,False,False
0,1787,Reserved,0,,0,0,0,    ,False,False
0,1788,Reserved,0,,0,0,0,    ,False,False
0,1789,Reserved,0,,0,0,0,    ,False,False
0,1790,Reserved,0,,0,0,0,    ,False,False
0,1791,Reserved,0,,0,0,0,    ,False,False
0,1792,Reserved,0,,0,0,0,    ,False,False
0,1793,Reserved,0,,0,0,0,    ,False,False
0,1794,Reserved,0,,0,0,0,    ,False,False
0,1795,Reserved,0,,0,0,0,    ,False,False
0,1796,Reserved,0,,0,0,0,    ,False,False
0,1797,Reserved,0,,0,0,0,    ,False,False
0,1798,Reserved,0,,0,0,0,    ,False,False
0,1799,Reserved,0,,0,0,0,    ,False,False
0,1800,UserData Real 00,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1801,UserData Real 01,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1802,UserData Real 02,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1803,UserData Real 03,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1804,UserData Real 04,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1805,UserData Real 05,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1806,UserData Real 06,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1807,UserData Real 07,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1808,UserData Real 08,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1809,UserData Real 09,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1810,UserData Real 10,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1811,UserData Real 11,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1812,UserData Real 12,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1813,UserData Real 13,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1814,UserData Real 14,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1815,UserData Real 15,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1816,UserData Real 16,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1817,UserData Real 17,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1818,UserData Real 18,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1819,UserData Real 19,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1820,UserData Real 20,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1821,UserData Real 21,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1822,UserData Real 22,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1823,UserData Real 23,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1824,UserData Real 24,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1825,UserData Real 25,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1826,UserData Real 26,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1827,UserData Real 27,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1828,UserData Real 28,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1829,UserData Real 29,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1830,UserData Real 30,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1831,UserData Real 31,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,True,False
0,1832,Reserved,0,,0,0,0,    ,False,False
0,1833,Reserved,0,,0,0,0,    ,False,False
0,1834,Reserved,0,,0,0,0,    ,False,False
0,1835,Reserved,0,,0,0,0,    ,False,False
0,1836,Reserved,0,,0,0,0,    ,False,False
0,1837,Reserved,0,,0,0,0,    ,False,False
0,1838,Reserved,0,,0,0,0,    ,False,False
0,1839,Reserved,0,,0,0,0,    ,False,False
0,1840,Reserved,0,,0,0,0,    ,False,False
0,1841,Reserved,0,,0,0,0,    ,False,False
0,1842,Reserved,0,,0,0,0,    ,False,False
0,1843,Reserved,0,,0,0,0,    ,False,False
0,1844,Reserved,0,,0,0,0,    ,False,False
0,1845,Reserved,0,,0,0,0,    ,False,False
0,1846,Reserved,0,,0,0,0,    ,False,False
0,1847,Reserved,0,,0,0,0,    ,False,False
0,1848,Reserved,0,,0,0,0,    ,False,False
0,1849,Reserved,0,,0,0,0,    ,False,False
0,1850,Reserved,0,,0,0,0,    ,False,False
0,1851,Reserved,0,,0,0,0,    ,False,False
0,1852,Reserved,0,,0,0,0,    ,False,False
0,1853,Reserved,0,,0,0,0,    ,False,False
0,1854,Reserved,0,,0,0,0,    ,False,False
0,1855,Reserved,0,,0,0,0,    ,False,False
0,1856,Reserved,0,,0,0,0,    ,False,False
0,1857,Reserved,0,,0,0,0,    ,False,False
0,1858,Reserved,0,,0,0,0,    ,False,False
0,1859,Reserved,0,,0,0,0,    ,False,False
0,1860,Reserved,0,,0,0,0,    ,False,False
0,1861,Reserved,0,,0,0,0,    ,False,False
0,1862,Reserved,0,,0,0,0,    ,False,False
0,1863,Reserved,0,,0,0,0,    ,False,False
0,1864,Reserved,0,,0,0,0,    ,False,False
0,1865,Reserved,0,,0,0,0,    ,False,False
0,1866,Reserved,0,,0,0,0,    ,False,False
0,1867,Reserved,0,,0,0,0,    ,False,False
0,1868,Reserved,0,,0,0,0,    ,False,False
0,1869,Reserved,0,,0,0,0,    ,False,False
0,1870,Reserved,0,,0,0,0,    ,False,False
0,1871,Reserved,0,,0,0,0,    ,False,False
0,1872,Reserved,0,,0,0,0,    ,False,False
0,1873,Reserved,0,,0,0,0,    ,False,False
0,1874,Reserved,0,,0,0,0,    ,False,False
0,1875,Reserved,0,,0,0,0,    ,False,False
0,1876,Reserved,0,,0,0,0,    ,False,False
0,1877,Reserved,0,,0,0,0,    ,False,False
0,1878,Reserved,0,,0,0,0,    ,False,False
0,1879,Reserved,0,,0,0,0,    ,False,False
0,1880,Reserved,0,,0,0,0,    ,False,False
0,1881,Reserved,0,,0,0,0,    ,False,False
0,1882,Reserved,0,,0,0,0,    ,False,False
0,1883,Reserved,0,,0,0,0,    ,False,False
0,1884,Reserved,0,,0,0,0,    ,False,False
0,1885,Reserved,0,,0,0,0,    ,False,False
0,1886,Reserved,0,,0,0,0,    ,False,False
0,1887,Reserved,0,,0,0,0,    ,False,False
0,1888,Reserved,0,,0,0,0,    ,False,False
0,1889,Reserved,0,,0,0,0,    ,False,False
0,1890,Reserved,0,,0,0,0,    ,False,False
0,1891,Reserved,0,,0,0,0,    ,False,False
0,1892,Reserved,0,,0,0,0,    ,False,False
0,1893,Reserved,0,,0,0,0,    ,False,False
0,1894,Reserved,0,,0,0,0,    ,False,False
0,1895,Reserved,0,,0,0,0,    ,False,False
0,1896,Reserved,0,,0,0,0,    ,False,False
0,1897,Reserved,0,,0,0,0,    ,False,False
0,1898,Reserved,0,,0,0,0,    ,False,False
0,1899,Reserved,0,,0,0,0,    ,False,False
0,1900,ScaleBlk Sel 00,0,,159999,0,0,    ,True,False
0,1901,ScaleBlk Scal 00,1.0000,,2147480000.0000,-2147480000.0000,1.0000,    ,True,False
0,1902,ScaleBlk Int 00,0,,2147483647,-2147483647,0,    ,False,False
0,1903,ScaleBlk Real 00,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,False,False
0,1904,ScaleBlk Sel 01,0,,159999,0,0,    ,True,False
0,1905,ScaleBlk Scal 01,1.0000,,2147480000.0000,-2147480000.0000,1.0000,    ,True,False
0,1906,ScaleBlk Int 01,0,,2147483647,-2147483647,0,    ,False,False
0,1907,ScaleBlk Real 01,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,False,False
0,1908,ScaleBlk Sel 02,0,,159999,0,0,    ,True,False
0,1909,ScaleBlk Scal 02,1.0000,,2147480000.0000,-2147480000.0000,1.0000,    ,True,False
0,1910,ScaleBlk Int 02,0,,2147483647,-2147483647,0,    ,False,False
0,1911,ScaleBlk Real 02,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,False,False
0,1912,ScaleBlk Sel 03,0,,159999,0,0,    ,True,False
0,1913,ScaleBlk Scal 03,1.0000,,2147480000.0000,-2147480000.0000,1.0000,    ,True,False
0,1914,ScaleBlk Int 03,0,,2147483647,-2147483647,0,    ,False,False
0,1915,ScaleBlk Real 03,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,False,False
0,1916,ScaleBlk Sel 04,0,,159999,0,0,    ,True,False
0,1917,ScaleBlk Scal 04,1.0000,,2147480000.0000,-2147480000.0000,1.0000,    ,True,False
0,1918,ScaleBlk Int 04,0,,2147483647,-2147483647,0,    ,False,False
0,1919,ScaleBlk Real 04,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,False,False
0,1920,ScaleBlk Sel 05,0,,159999,0,0,    ,True,False
0,1921,ScaleBlk Scal 05,1.0000,,2147480000.0000,-2147480000.0000,1.0000,    ,True,False
0,1922,ScaleBlk Int 05,0,,2147483647,-2147483647,0,    ,False,False
0,1923,ScaleBlk Real 05,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,False,False
0,1924,ScaleBlk Sel 06,0,,159999,0,0,    ,True,False
0,1925,ScaleBlk Scal 06,1.0000,,2147480000.0000,-2147480000.0000,1.0000,    ,True,False
0,1926,ScaleBlk Int 06,0,,2147483647,-2147483647,0,    ,False,False
0,1927,ScaleBlk Real 06,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,False,False
0,1928,ScaleBlk Sel 07,0,,159999,0,0,    ,True,False
0,1929,ScaleBlk Scal 07,1.0000,,2147480000.0000,-2147480000.0000,1.0000,    ,True,False
0,1930,ScaleBlk Int 07,0,,2147483647,-2147483647,0,    ,False,False
0,1931,ScaleBlk Real 07,0.0000,,2147480000.0000,-2147480000.0000,0.0000,    ,False,False
5,1,Module Sts,80000000,,FFFFFFFF,00000000,00000000,    ,False,False
5,2,Module Err Reset,0,Ready       ,3,0,0,    ,True,False
5,3,Reserved,0,,0,0,0,    ,False,False
5,4,Reserved,0,,0,0,0,    ,False,False
5,5,FB0 Position,0,,2147483647,-2147483648,0,    ,False,False
5,6,FB0 Device Sel,0,None        ,19,0,0,    ,True,False
5,7,FB0 Identify,00000000,Rotary      ,00007FFF,00000000,00000000,    ,False,False
5,8,FB0 Cfg,00000000,Direction   ,0000000F,00000000,00000000,    ,True,False
5,9,FB0 Loss Cfg,3,FltCoastStop,3,0,3,    ,True,False
5,10,FB0 Sts,00000000,Encoder Err ,00001FFF,00000000,00000000,    ,False,False
5,11,Reserved,0,,0,0,0,    ,False,False
5,12,Reserved,0,,0,0,0,    ,False,False
5,13,Reserved,0,,0,0,0,    ,False,False
5,14,Reserved,0,,0,0,0,    ,False,False
5,15,FB0 IncAndSC PPR,1024,,100000,1,1024,PPR ,True,False
5,16,FB0 Inc Cfg,0004,Single Ended,001F,0000,0004,    ,True,False
5,17,FB0 Inc Sts,0000,Z Chan Enbl ,00FF,0000,0000,    ,False,False
5,18,Reserved,0,,0,0,0,    ,False,False
5,19,Reserved,0,,0,0,0,    ,False,False
5,20,FB0 SSI Cfg,00000014,,0000001F,00000000,00000014,    ,True,False
5,21,FB0 SSI Resol,13,,32,8,13,Bits,True,False
5,22,FB0 SSI Turns,12,,16,0,12,Bits,True,False
5,23,Reserved,0,,0,0,0,    ,False,False
5,24,Reserved,0,,0,0,0,    ,False,False
5,25,FB0 Lin CPR,0,,4294967295,0,0,    ,True,False
5,26,FB0 Lin Upd Rate,2,1.5 ms      ,3,0,2,    ,True,False
5,27,FB0 LinStahl Sts,00000000,Optics Alarm,00007FFF,00000000,00000000,    ,False,False
5,28,Reserved,0,,0,0,0,    ,False,False
5,29,Reserved,0,,0,0,0,    ,False,False
5,30,Reserved,0,,0,0,0,    ,False,False
5,31,Reserved,0,,0,0,0,    ,False,False
5,32,Reserved,0,,0,0,0,    ,False,False
5,33,Reserved,0,,0,0,0,    ,False,False
5,34,Reserved,0,,0,0,0,    ,False,False
5,35,FB1 Position,0,,2147483647,-2147483648,0,    ,False,False
5,36,FB1 Device Sel,0,None        ,19,0,0,    ,True,False
5,37,FB1 Identify,00000000,Rotary      ,00007FFF,00000000,00000000,    ,False,False
5,38,FB1 Cfg,00000000,Direction   ,0000000F,00000000,00000000,    ,True,False
5,39,FB1 Loss Cfg,3,FltCoastStop,3,0,3,    ,True,False
5,40,FB1 Sts,00000000,Encoder Err ,00001FFF,00000000,00000000,    ,False,False
5,41,Reserved,0,,0,0,0,    ,False,False
